Tweet,User,User_ID,Geo,HashTag,Date
"Map: PG&E planned outage for Tuesday, Oct. 29 - Wednesday, Oct. 30 https://www.sonomanews.com/news/10232365-181/map-pge-planned-outage-for?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbbb0b48021ed000132dd1d&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/4oe5HKTVpS",sonomanews,18057936,,,Fri Nov 01 04:12:39 +0000 2019
Sonoma valley High tennis seniors move on to other courts https://www.sonomanews.com/sports/10234122-181/sonoma-valley-high-tennis-seniors?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbba2a18021ed000132dc4e&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/REr7XS59r4,sonomanews,18057936,,,Fri Nov 01 03:12:36 +0000 2019
Sonoma’s Bonneau pivots away from towing https://www.sonomanews.com/business/10245881-181/sonomas-bonneau-pivots-away-from?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb949b4c15b800014951b8&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/mCIMEpseHw,sonomanews,18057936,,,Fri Nov 01 02:12:47 +0000 2019
Award winning fire film debuts https://www.sonomanews.com/news/10236802-181/award-winning-fire-film-debuts?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb86828021ed000132da96&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/EXc9zCSZx2,sonomanews,18057936,,,Fri Nov 01 01:12:38 +0000 2019
Here’s how to help or be helped https://www.sonomanews.com/news/10245767-181/where-in-sonoma-to-get?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb786a8021ed000132d9db&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/qTdCOZwCzm,sonomanews,18057936,,,Fri Nov 01 00:12:30 +0000 2019
Kathleen Hill: Food lost to the blackouts and pankcake breakfasts https://www.sonomanews.com/lifestyle/10241714-181/kathleen-hill-pancake-breakfasts-and?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb5c478021ed000132d845&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/ZeeHOa2Ru2,sonomanews,18057936,,,Thu Oct 31 22:12:30 +0000 2019
Sonoma Plaza closed by high wind damage https://www.sonomanews.com/news/10233306-181/sonoma-plaza-closed-by-high?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb4e438021ed000132d77a&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/nJLlsYxEsH,sonomanews,18057936,,,Thu Oct 31 21:12:42 +0000 2019
"Kincade fire, biggest in county history, has scorched an area 3x the size of Santa Rosa https://www.sonomanews.com/news/10245317-181/kincade-fire-burns-into-history?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb402e4c15b80001494ce8&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/0CMYHtj3CZ",sonomanews,18057936,,,Thu Oct 31 20:12:42 +0000 2019
Fires and blackouts aren't helping Wine Country attract visitors https://www.sonomanews.com/business/10241953-181/tourism-tops-the-wine-country?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb32234c15b80001494c2f&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/Zvu9lHtTcl,sonomanews,18057936,,,Thu Oct 31 19:12:44 +0000 2019
Arrest made in connection with Napa Road fire incident https://www.sonomanews.com/news/10231976-181/arson-suspected-in-overnight-structure?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5dbb240b4c15b80001494b90&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/OsgrqiQCc9,sonomanews,18057936,,,Thu Oct 31 18:12:38 +0000 2019
